Date,Algo 1,Algo 2
2016-11-09,0.013575552,0.018331309
2016-11-10,0.010225232,0.006672292
2016-11-11,-0.00767627,0.013929554
2016-11-14,-0.013955006,0.008958637
2016-11-15,0.023730867,0.002340524
2016-11-16,0.007126773,0.000428811
2016-11-17,0.00090803,0.002963379
2016-11-18,-0.003655964,0.003673567
2016-11-21,0.010068727,0.005726546
2016-11-22,0.004277593,0.002493895
2016-11-23,-0.01235191,0.006259493
2016-11-25,0.004447173,0.004029875
2016-11-28,0.015053578,-0.01334331
2016-11-29,0.006178265,-0.0044428
2016-11-30,-0.010961966,-0.002854931
2016-12-01,-0.000774446,-0.004724158
2016-12-02,0.008216701,-0.000446111
2016-12-05,-0.001862692,0.015113687
2016-12-06,0.003199141,0.008314446
2016-12-07,-0.002881388,0.006758664
2016-12-08,-0.011187381,0.007838887
2016-12-09,0.004037679,0.003408167
2016-12-12,-0.005712969,-0.006287749
2016-12-13,0.002045092,0.000254208
2016-12-14,-0.000944676,-0.012568931
2016-12-15,0.001196129,0.004520688
2016-12-16,-0.000924281,-0.000371312
2016-12-19,0.000455426,0.004064004
2016-12-20,-0.005942841,0.007648724
2016-12-21,0.004278335,-0.001962267
2016-12-22,-0.000592992,-0.005194476
2016-12-23,0.000475047,0.005957301
2016-12-27,0.002696787,0.003827078
2016-12-28,-0.000395781,-0.008919256
2016-12-29,0.008135761,0.000777298
2016-12-30,-0.002822183,-0.000829244
2017-01-03,0.007380923,0.009357879
2017-01-04,0.012510307,0.014700956
2017-01-05,-0.003954553,-0.001871564
2017-01-06,-0.00036382,5.08E-05
2017-01-09,0.002774806,-0.006277292
2017-01-10,0.007668515,0.006617991
2017-01-11,0.002831647,0.002651957
2017-01-12,-0.002538848,-0.004259022
2017-01-13,-6.48E-05,0.006477834
2017-01-17,-0.016939803,-0.004568825
2017-01-18,0.001582446,-0.000487257
2017-01-19,-0.011210514,-0.005110531
2017-01-20,-0.003262453,0.004290382
2017-01-23,-0.006101131,-0.001225797
2017-01-24,-0.001949848,0.007471137
2017-01-25,0.006948081,0.006179615
2017-01-26,-0.000659961,-0.00122677
2017-01-27,0.000636668,0.000275903
2017-01-30,-0.004145596,-0.010597576
2017-01-31,0.012506799,0.004071352
2017-02-01,-0.006263607,0.00266975
2017-02-02,0.01019457,-0.000150071
2017-02-03,-0.002389629,0.008739563
2017-02-06,-0.00171405,-0.001731328
2017-02-07,0.001300631,-0.001655897
2017-02-08,0.002044175,-0.000801029
2017-02-09,0.007770722,0.007958415
2017-02-10,0.004184033,0.006008719
2017-02-13,0.0003768,0.001754991
2017-02-14,-0.002241853,0.004303903
2017-02-15,0.000417031,0.004889923
2017-02-16,0.00464442,-0.001863119
2017-02-17,-0.004737681,0.000581405
2017-02-21,-0.004354753,0.002265006
2017-02-22,-0.000979065,-0.002566272
2017-02-23,0.003574413,-0.001410699
2017-02-24,-0.001867174,-0.001230659
2017-02-27,0.000314906,0.006967696
2017-02-28,-0.001107916,-0.008883111
2017-03-01,0.001701948,0.012970783
2017-03-02,-0.010089346,-0.01010803
2017-03-03,-0.003131386,0.000827069
